,Date,Statut,Chromechant,cond,COT,DOxygen,Debit,pH,Pression,TempRiver,TempContainer,Turbidity,Turb,Chrom1,Chrom2,Eau,TG,Filtre,Acide1,Base1,Acide,Base,AC,StatutCM,UPS ,Type,Lithium,Magnesium,Potassium,Calcium,Sodium,Strontium,Fluorures,Sulfates,Nitrates,Chlorures,Phosphate,DebitRiv,discharge 
142997,2015-09-20 03:32:00,4,0.0,694.0,37.67,9.92,728.0,8.31,4.4,13.04,22.6,55.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.31434567901234567,0.12059335038363171,2.6983316708229426,0.5331608695652175,0.2776,0.115,0.6203381893860562,0.8238903225806452,0.8677352112676057,,158.4,0.1584
143037,2015-09-20 04:12:00,4,0.0,685.0,37.66,9.95,730.0,8.31,5.2,12.89,21.9,54.49,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31377777777777777,0.13013554987212275,2.6814937655860347,0.5331739130434783,0.2768,0.114,0.6241675338189386,0.8108758064516128,0.8543549295774647,,156.4,0.1564
143077,2015-09-20 04:52:00,4,0.0,670.0,36.2,9.94,730.0,8.31,4.7,12.71,21.9,54.5,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3107119341563786,0.1444552429667519,2.6420648379052367,0.5281260869565217,0.2756,0.1149,0.6250551508844954,0.8025483870967742,0.845030985915493,,154.4,0.1544
143117,2015-09-20 05:32:00,4,0.0,661.0,37.03,10.01,726.0,8.3,4.0,12.55,22.2,56.3,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.304880658436214,0.15520204603580562,2.581812967581047,0.5171956521739131,0.2712,0.1133,0.6077242455775235,0.7830903225806451,0.8412000000000001,,154.0,0.154
143157,2015-09-20 06:12:00,4,0.0,654.0,35.16,10.04,728.0,8.3,3.0,12.4,22.3,54.62,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.30004115226337447,0.15892583120204604,2.5311097256857855,0.5060478260869565,0.2664,0.1086,0.5871175858480749,0.7583032258064516,0.8189211267605634,0.5943,153.4,0.1534
143197,2015-09-20 06:52:00,4,0.0,653.0,35.67,10.1,728.0,8.3,3.0,12.27,22.1,51.32,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.2964238683127572,0.15758056265984655,2.4942743142144637,0.49636521739130435,0.2658,0.1105,0.5763111342351717,0.737641935483871,0.7921042253521128,,151.4,0.1514
143237,2015-09-20 07:32:00,4,0.0,662.0,36.55,10.12,724.0,8.3,5.0,12.17,21.8,58.44,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.2950164609053498,0.15432225063938618,2.480645885286783,0.49322608695652176,0.2657,0.1076,0.5775900104058272,0.7297096774193548,0.7964112676056339,,151.0,0.151
143277,2015-09-20 08:12:00,4,0.0,672.0,30.57,10.2,728.0,8.31,5.1,12.14,21.9,52.99,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.29710699588477363,0.1508925831202046,2.500069825436409,0.5001782608695652,0.2688,0.1066,0.5884131113423517,0.7326483870967742,0.8130732394366197,,151.6,0.15159999999999998
143317,2015-09-20 08:52:00,4,0.0,681.0,36.7,10.24,728.0,8.33,4.6,12.18,22.6,53.33,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.301238683127572,0.14804859335038364,2.536284289276808,0.5082652173913044,0.2751,0.1078,0.6041394380853278,0.7382677419354838,0.8195549295774648,,153.6,0.1536
143357,2015-09-20 09:32:00,4,0.0,687.0,33.79,10.32,719.0,8.34,3.9,12.29,23.1,54.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3057325102880658,0.14516368286445014,2.577922693266833,0.5156782608695653,0.279,0.11,0.6233714880332987,0.7483016129032258,0.8186788732394366,0.5621,154.0,0.154
143397,2015-09-20 10:12:00,4,0.0,698.0,34.11,10.31,728.0,8.36,3.0,12.5,23.5,54.65,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31062551440329217,0.1425473145780051,2.6240448877805482,0.5225217391304348,0.2833,0.1102,0.6352591050988554,0.7646000000000001,0.8366732394366196,,154.0,0.154
143437,2015-09-20 10:52:00,4,0.0,702.0,34.4,10.33,728.0,8.37,2.9,12.6,23.9,55.89,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3143991769547325,0.14019437340153454,2.6678977556109724,0.5290434782608695,0.2864,0.1116,0.6402518210197711,0.778958064516129,0.8617154929577465,,154.0,0.154
143477,2015-09-20 11:32:00,4,0.0,700.0,36.14,10.37,723.0,8.38,3.8,12.71,23.9,58.9,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31770781893004113,0.1375089514066496,2.7023266832917705,0.5332478260869565,0.2882,0.1118,0.6421841831425599,0.7844177419354839,0.8643774647887325,,155.6,0.1556
143517,2015-09-20 12:12:00,4,0.0,696.0,35.84,10.34,728.0,8.39,5.5,12.91,23.9,59.8,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3176625514403292,0.13457289002557543,2.7115411471321695,0.5328565217391305,0.2869,0.1116,0.6421238293444329,0.7865225806451613,0.8540112676056337,,153.4,0.1534
143558,2015-09-20 12:53:00,4,0.0,696.0,36.67,10.33,728.0,8.39,5.1,12.86,24.0,59.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3160617283950617,0.1319002557544757,2.705531172069825,0.5291304347826087,0.2841,0.1105,0.6317981269510927,0.7859709677419355,0.8686422535211268,,151.0,0.151
143598,2015-09-20 13:33:00,4,0.0,695.0,39.12,10.3,730.0,8.39,4.7,12.98,24.0,60.19,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31523868312757203,0.12980562659846548,2.7025985037406484,0.5287478260869565,0.2845,0.1105,0.6236784599375651,0.778291935483871,0.8597295774647887,,151.0,0.151
143638,2015-09-20 14:13:00,4,0.0,692.0,35.44,10.31,729.0,8.4,4.1,13.1,24.0,58.27,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3145925925925926,0.1280690537084399,2.702448877805486,0.5307173913043478,0.2813,0.1109,0.6244640998959418,0.7779274193548387,0.850918309859155,,151.0,0.151
143678,2015-09-20 14:53:00,4,0.0,694.0,35.52,10.24,723.0,8.39,2.9,13.21,23.9,58.41,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3138600823045268,0.12626598465473146,2.70156608478803,0.5359086956521739,0.2798,0.1096,0.6189854318418314,0.7794064516129032,0.8696591549295775,,151.0,0.151
143718,2015-09-20 15:33:00,4,0.0,694.0,41.52,10.18,730.0,8.39,4.0,13.33,23.7,58.09,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3135514403292181,0.1251841432225064,2.698790523690773,0.539904347826087,0.2821,0.1097,0.6130634755463059,0.7729354838709677,0.865825352112676,,146.38,0.14637999999999998
143758,2015-09-20 16:13:00,4,0.0,699.0,33.97,10.15,728.0,8.4,5.4,13.47,23.6,58.31,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3131728395061728,0.12437084398976982,2.696997506234414,0.5448826086956522,0.2775,0.1103,0.6171383975026015,0.7771983870967742,0.8592845070422536,,147.133333333,0.147133333333
143798,2015-09-20 16:53:00,4,0.0,702.0,37.3,10.05,726.0,8.39,4.9,13.5,23.5,59.39,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3140946502057613,0.12373145780051151,2.704907730673317,0.549695652173913,0.2816,0.11,0.6172695109261187,0.7858161290322581,0.8830394366197183,,144.466666667,0.144466666667
143838,2015-09-20 17:33:00,4,0.0,704.0,37.55,9.97,725.0,8.39,4.3,13.61,23.6,58.59,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3164156378600823,0.12360102301790281,2.7218553615960097,0.5531391304347827,0.285,0.1104,0.6232788761706556,0.7848048387096774,0.8766309859154929,,144.0,0.144
143878,2015-09-20 18:13:00,4,0.0,711.0,36.79,9.94,726.0,8.38,3.7,13.69,23.5,56.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3188888888888889,0.12316112531969309,2.742197007481297,0.5562652173913044,0.2855,0.112,0.6354370447450572,0.7932209677419354,0.8824338028169014,,144.0,0.144
143918,2015-09-20 18:53:00,4,0.0,714.0,35.75,9.9,728.0,8.39,3.0,13.7,23.4,55.97,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3220864197530864,0.12267519181585676,2.7614463840399,0.559608695652174,0.2858,0.1118,0.6405567117585849,0.7972677419354839,0.9038366197183098,,144.0,0.144
143958,2015-09-20 19:33:00,4,0.0,717.0,40.4,9.88,724.0,8.4,4.4,13.7,23.0,57.38,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3238683127572016,0.12177493606138107,2.775478802992519,0.5603434782608696,0.2895,0.1128,0.6457773152965661,0.793433870967742,0.8936478873239436,0.5398,144.0,0.144
143998,2015-09-20 20:13:00,4,0.0,719.0,33.09,9.81,726.0,8.39,5.3,13.63,23.0,57.17,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.32613991769547324,0.12107416879795396,2.7914613466334166,0.558795652173913,0.2913,0.114,0.6552653485952133,0.7981983870967743,0.8949154929577465,,144.0,0.144
144038,2015-09-20 20:53:00,4,0.0,721.0,32.36,9.84,728.0,8.4,4.9,13.53,22.6,56.0,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3284732510288066,0.12073657289002557,2.8046832917705733,0.5565260869565217,0.2955,0.1131,0.6539344432882415,0.7983693548387096,0.9120591549295776,,144.0,0.144
144078,2015-09-20 21:33:00,4,0.0,723.0,32.03,9.83,732.0,8.39,4.3,13.44,22.6,55.89,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3303168724279835,0.12054219948849103,2.814523690773067,0.5545,0.2973,0.1136,0.6583798126951093,0.7933629032258064,0.898056338028169,,144.0,0.144
144118,2015-09-20 22:13:00,4,0.0,725.0,33.28,9.86,732.0,8.39,3.7,13.31,22.5,55.48,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33239506172839506,0.12017391304347827,2.825092269326683,0.5531652173913043,0.3,0.1147,0.6641488033298648,0.7960516129032259,0.8927408450704225,,144.0,0.144
144158,2015-09-20 22:53:00,4,0.0,725.0,34.22,9.86,726.0,8.39,3.0,13.18,22.4,55.25,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33389711934156374,0.11923017902813299,2.8307506234413964,0.5517260869565217,0.3009,0.114,0.6628813735691987,0.8014612903225807,0.9099830985915494,,144.0,0.144
144198,2015-09-20 23:33:00,4,0.0,728.0,35.33,9.89,730.0,8.38,4.0,13.05,22.3,54.92,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3352962962962963,0.1185626598465473,2.8402394014962593,0.5526434782608696,0.3028,0.109,0.6600187304890739,0.799575806451613,0.9114788732394367,0.5598,144.0,0.144
144238,2015-09-21 00:13:00,4,0.0,728.0,31.5,9.93,728.0,8.38,5.3,12.89,22.2,54.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33627983539094647,0.11768797953964195,2.8475536159600994,0.5563913043478261,0.3021,0.1136,0.6636586888657648,0.8010903225806452,0.8976901408450704,,144.0,0.144
144278,2015-09-21 00:53:00,4,0.0,727.0,32.64,9.96,730.0,8.38,4.8,12.73,22.1,54.34,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3355185185185185,0.11714322250639386,2.8464139650872817,0.5605608695652173,0.3,0.1125,0.6635962539021852,0.8086258064516129,0.9171211267605633,,144.0,0.144
144319,2015-09-21 01:34:00,4,0.0,727.0,31.1,10.04,721.0,8.37,4.2,12.53,22.2,54.18,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33588065843621395,0.11701790281329923,2.84486783042394,0.5612304347826087,0.3009,0.1121,0.661228928199792,0.8041645161290322,0.9144873239436621,,142.3,0.1423
144359,2015-09-21 02:14:00,4,0.0,726.0,34.44,10.06,727.0,8.37,3.4,12.35,22.4,53.92,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.33606584362139913,0.11661636828644502,2.8439925187032418,0.5615869565217391,0.2992,0.1134,0.6654432882414153,0.8012774193548388,0.8971070422535211,,141.0,0.141
144399,2015-09-21 02:54:00,4,0.0,727.0,33.38,10.15,726.0,8.37,3.1,12.16,22.0,54.04,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3367325102880659,0.11610230179028133,2.846548628428928,0.5623173913043478,0.3004,0.1129,0.6668896982310094,0.8064274193548387,0.9096591549295775,,141.0,0.141
144439,2015-09-21 03:34:00,4,0.0,729.0,32.13,10.18,728.0,8.37,4.6,11.99,22.1,54.04,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33669135802469136,0.11592838874680306,2.848219451371571,0.5628,0.2998,0.1109,0.6632039542143601,0.8004048387096775,0.9144253521126761,0.5473,141.0,0.141
144479,2015-09-21 04:14:00,4,0.0,730.0,32.06,10.22,730.0,8.36,5.2,11.79,21.8,54.27,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3368971193415638,0.1150460358056266,2.8478528678304236,0.5644347826086956,0.2995,0.1131,0.6683579604578564,0.7992129032258065,0.9004028169014084,,141.0,0.141
144519,2015-09-21 04:54:00,4,0.0,731.0,31.7,10.31,730.0,8.37,4.6,11.62,21.8,54.08,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.33813168724279835,0.11511764705882353,2.855528678304239,0.5658913043478261,0.2999,0.114,0.6735244536940688,0.8092935483870968,0.908769014084507,,141.0,0.141
144559,2015-09-21 05:34:00,4,0.0,732.0,32.05,10.34,728.0,8.36,4.0,11.46,21.8,53.45,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33843621399176954,0.11443734015345268,2.8551720698254366,0.5661391304347826,0.3009,0.1124,0.6673652445369407,0.8070112903225807,0.915569014084507,,141.0,0.141
144599,2015-09-21 06:14:00,4,0.0,732.0,32.02,10.37,726.0,8.37,3.0,11.31,22.0,53.47,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3382222222222222,0.11433503836317135,2.8542543640897757,0.5676521739130435,0.3001,0.1128,0.6722840790842872,0.8117822580645161,0.9024985915492957,,141.0,0.141
144639,2015-09-21 06:54:00,4,0.0,736.0,31.99,10.4,721.0,8.37,3.2,11.17,22.3,53.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3389753086419753,0.11405115089514065,2.8585336658354112,0.567908695652174,0.3023,0.1144,0.6708428720083247,0.8201806451612903,0.9217380281690141,0.5403,141.0,0.141
144679,2015-09-21 07:34:00,4,0.0,738.0,33.87,10.47,728.0,8.37,4.0,11.06,22.5,59.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.33984362139917695,0.11395652173913044,2.86486783042394,0.5694956521739131,0.3038,0.1139,0.6670093652445369,0.820833870967742,0.9297126760563381,,141.0,0.141
144719,2015-09-21 08:14:00,4,0.0,739.0,32.77,10.5,728.0,8.37,5.3,11.03,22.7,56.48,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.34158436213991766,0.1138312020460358,2.873219451371571,0.5706130434782609,0.3046,0.112,0.6690561914672217,0.8196983870967742,0.9163183098591549,0.5099,141.0,0.141
144759,2015-09-21 08:54:00,4,0.0,740.0,32.11,10.54,726.0,8.37,4.8,11.11,22.6,55.89,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3419835390946502,0.11371355498721228,2.878795511221945,0.572904347826087,0.3043,0.1143,0.6693704474505723,0.8261274193548388,0.9238112676056337,,141.0,0.141
144799,2015-09-21 09:34:00,4,0.0,740.0,34.12,10.56,728.0,8.38,4.3,11.2,23.2,56.26,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3429465020576132,0.11396163682864449,2.883448877805486,0.5742217391304348,0.3042,0.1149,0.6656680541103018,0.8285258064516129,0.9407774647887324,,141.0,0.141
144839,2015-09-21 10:14:00,4,0.0,740.0,32.53,10.56,722.0,8.39,3.6,11.43,23.5,54.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34332510288065843,0.11395652173913044,2.887895261845386,0.575504347826087,0.3036,0.1157,0.6661238293444329,0.825691935483871,0.928723943661972,0.5175,141.0,0.141
144879,2015-09-21 10:54:00,4,0.0,738.0,32.45,10.56,723.0,8.39,2.9,11.7,23.8,54.79,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3440905349794238,0.11364194373401533,2.8921995012468824,0.5766521739130435,0.304,0.1164,0.6685723204994797,0.8314951612903226,0.9277239436619718,,141.0,0.141
144919,2015-09-21 11:34:00,4,0.0,739.0,31.57,10.55,728.0,8.4,3.9,11.94,24.0,59.75,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34389300411522633,0.11339641943734015,2.893014962593516,0.5801,0.3051,0.1158,0.6629354838709678,0.8354467741935484,0.9501887323943661,,139.3,0.1393
144959,2015-09-21 12:14:00,4,0.0,735.0,32.42,10.56,728.0,8.41,5.4,12.1,24.1,57.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34375308641975305,0.11305626598465472,2.889453865336658,0.5812652173913043,0.3019,0.1173,0.6655400624349636,0.8328887096774193,0.9319295774647888,,138.0,0.138
144999,2015-09-21 12:54:00,4,0.0,736.0,31.68,10.57,728.0,8.42,5.0,12.17,24.3,53.14,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34338271604938275,0.11267774936061381,2.887635910224439,0.5834956521739131,0.3031,0.1176,0.6595910509885536,0.8380822580645162,0.9525323943661972,,138.0,0.138
145039,2015-09-21 13:34:00,4,0.0,735.0,31.92,10.53,725.0,8.43,4.6,12.26,24.3,52.72,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3434238683127572,0.11218925831202045,2.8875760598503737,0.5811173913043478,0.3025,0.1152,0.6606326742976067,0.8317967741935484,0.9347915492957746,0.5534,138.0,0.138
145079,2015-09-21 14:14:00,4,0.0,732.0,32.41,10.43,728.0,8.43,4.1,12.37,24.2,55.42,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3426378600823045,0.11145780051150894,2.8904688279301745,0.5801304347826087,0.3015,0.118,0.6592653485952134,0.8367741935483871,0.9489521126760564,,138.0,0.138
145119,2015-09-21 14:54:00,4,0.0,734.0,32.15,10.39,719.0,8.43,3.0,12.49,24.1,54.13,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3423744855967078,0.11098721227621483,2.8918952618453866,0.5768869565217392,0.3017,0.1163,0.658426638917794,0.8282951612903227,0.9397267605633803,,138.0,0.138
145160,2015-09-21 15:35:00,4,0.0,733.0,31.5,10.28,728.0,8.43,3.3,12.62,24.0,55.77,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34241152263374486,0.11047826086956522,2.8962493765586035,0.5718173913043478,0.2992,0.1166,0.6610437044745058,0.8332532258064517,0.9335014084507042,,136.25,0.13625
145200,2015-09-21 16:15:00,4,0.0,734.0,33.3,10.26,730.0,8.44,5.5,12.7,23.8,54.85,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34302057613168724,0.1108312020460358,2.903014962593516,0.5692782608695652,0.3008,0.1137,0.6558459937565037,0.8321403225806452,0.946,,135.0,0.135
145240,2015-09-21 16:55:00,4,0.0,734.0,34.01,10.21,730.0,8.44,5.1,12.78,23.8,55.22,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.3429917695473251,0.11125575447570332,2.899915211970075,0.5661608695652174,0.3007,0.1158,0.6620437044745058,0.8263483870967743,0.9251971830985914,,135.0,0.135
145280,2015-09-21 17:35:00,4,0.0,733.0,32.53,10.14,726.0,8.44,4.6,12.85,23.6,56.35,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34253909465020577,0.11048081841432224,2.8991945137157105,0.5631782608695651,0.2988,0.1174,0.6629729448491155,0.8300064516129032,0.9404450704225353,,135.0,0.135
145320,2015-09-21 18:15:00,4,0.0,734.0,32.86,10.08,725.0,8.43,4.1,12.91,23.5,55.51,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34299999999999997,0.10926854219948849,2.901463840399002,0.5627826086956522,0.2976,0.1166,0.6621488033298648,0.8220451612903226,0.933661971830986,,134.0,0.134
145360,2015-09-21 18:55:00,4,0.0,735.0,32.74,10.0,726.0,8.42,3.1,12.97,23.4,63.0,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.3436543209876543,0.1084296675191816,2.904952618453865,0.5623130434782608,0.2971,0.1179,0.6665785639958377,0.8254806451612903,0.926743661971831,,131.333333333,0.131333333333
145400,2015-09-21 19:35:00,4,0.0,736.0,31.4,9.95,734.0,8.43,3.8,13.03,23.3,62.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.003,0.34486008230452675,0.10812020460358056,2.904094763092269,0.5621173913043478,0.3012,0.1159,0.6621009365244537,0.8248080645161291,0.9447577464788732,,133.333333333,0.13333333333300001
145440,2015-09-21 20:15:00,4,0.0,736.0,32.74,9.87,732.0,8.42,5.4,13.12,23.1,63.38,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34590534979423865,0.1079462915601023,2.9069027431421444,0.5608608695652174,0.3024,0.1173,0.6678012486992717,0.8215645161290323,0.9266028169014083,,135.0,0.135
145480,2015-09-21 20:55:00,4,0.0,737.0,33.03,9.83,728.0,8.42,4.9,13.21,23.1,62.47,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.34671604938271605,0.10774936061381074,2.909980049875312,0.5623913043478261,0.3011,0.1183,0.6687669094693028,0.8292451612903227,0.938918309859155,,135.0,0.135
145520,2015-09-21 21:35:00,4,0.0,738.0,33.49,9.79,732.0,8.41,4.3,13.28,23.0,62.27,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.34727160493827164,0.10787212276214835,2.9095610972568577,0.5632956521739131,0.3037,0.1157,0.6638449531737773,0.8247290322580646,0.9446225352112677,,135.0,0.135
145560,2015-09-21 22:15:00,4,0.0,740.0,31.4,9.75,726.0,8.41,3.6,13.36,23.0,60.93,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34751440329218103,0.10844245524296675,2.9137107231920196,0.5643826086956522,0.3054,0.1165,0.6694588969823101,0.8270532258064516,0.9299014084507041,,135.0,0.135
145600,2015-09-21 22:55:00,4,0.0,738.0,33.87,9.71,730.0,8.41,3.2,13.4,23.0,61.45,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.34818930041152263,0.10907416879795397,2.9165910224438902,0.5665391304347827,0.3087,0.1152,0.6681550468262227,0.8341354838709677,0.9506816901408451,,135.0,0.135
145640,2015-09-21 23:35:00,4,0.0,739.0,34.08,9.69,732.0,8.41,3.5,13.44,22.9,61.41,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.3488230452674897,0.10964450127877237,2.919356608478803,0.5692391304347826,0.3047,0.1148,0.6663506763787721,0.8310741935483871,0.9494309859154929,,136.75,0.13675
145680,2015-09-22 00:15:00,4,0.0,740.0,31.63,9.66,734.0,8.41,5.4,13.47,22.9,60.51,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.3483497942386831,0.10937851662404091,2.9219650872817953,0.5702173913043478,0.3038,0.1156,0.6706285119667014,0.8347451612903225,0.9380450704225353,,138.0,0.138
145720,2015-09-22 00:55:00,4,0.0,741.0,32.69,9.67,736.0,8.41,4.9,13.47,22.8,60.09,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0031,0.3486131687242798,0.10904859335038362,2.919204488778055,0.5682260869565218,0.3054,0.1148,0.6650332986472425,0.8389774193548386,0.9580591549295774,,138.0,0.138
145760,2015-09-22 01:35:00,4,0.0,743.0,31.26,9.67,732.0,8.41,4.4,13.44,23.0,60.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.3487777777777778,0.10898721227621483,2.924172069825436,0.5663521739130435,0.3069,0.1139,0.6662466181061395,0.8357290322580645,0.9446647887323945,,136.25,0.13625
145800,2015-09-22 02:15:00,4,0.0,741.0,31.64,9.67,736.0,8.41,3.7,13.44,23.0,61.44,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0032,0.3494609053497942,0.10884654731457799,2.9321371571072317,0.5648217391304348,0.3101,0.1131,0.6679354838709677,0.8401387096774193,0.9422816901408451,,135.0,0.135
